target_stock,week_t,week_pred,forecast,intercept,lambda,n_active
10145,2017-01-02,2017-01-09,0.0014448910905339647,0.0014448910905339647,0.013983181872272685,0
10145,2017-01-09,2017-01-16,0.0022197706736463364,0.0022197706736463364,0.015048697313414676,0
10145,2017-01-16,2017-01-23,0.0013510325126503183,0.0013510325126503183,0.014154902053504092,0
10145,2017-01-23,2017-01-30,8.982266507970259e-4,8.982266507970259e-4,0.013827608692708134,0
10145,2017-01-30,2017-02-06,0.0015327054375270594,0.0015327054375270594,0.013713800654888478,0
10145,2017-02-06,2017-02-13,0.0032861229146606673,0.0032861229146606673,0.013485085378567628,0
10145,2017-02-13,2017-02-20,0.0033822526536644295,0.0033822526536644295,0.013929268908578814,0
10145,2017-02-20,2017-02-27,0.0036853313386384116,0.0036853313386384116,0.013985807565653,0
10145,2017-02-27,2017-03-06,0.003981899743402905,0.003981899743402905,0.013939846014255401,0
10145,2017-03-06,2017-03-13,0.0038392033054456915,0.0038392033054456915,0.013927263386990647,0
10145,2017-03-13,2017-03-20,0.003028989447450679,0.003028989447450679,0.013710708765798316,0
10145,2017-03-20,2017-03-27,0.003158511282290572,0.003158511282290572,0.013711334781656986,0
10145,2017-03-27,2017-04-03,0.0042526989482855595,0.0042526989482855595,0.0140345556311249,0
10145,2017-04-03,2017-04-10,0.003108353730283386,0.003108353730283386,0.01392199967386455,0
10145,2017-04-10,2017-04-17,0.0038528525157968604,0.0038528525157968604,0.014711086538002724,0
10145,2017-04-17,2017-04-24,0.0047424435460343296,0.0047424435460343296,0.014639039029732986,0
10145,2017-04-24,2017-05-01,0.007397072451982167,0.007397072451982167,0.009392796238701465,0
10145,2017-05-01,2017-05-08,0.006775266559911567,0.006775266559911567,0.008843334765460531,0
10145,2017-05-08,2017-05-15,0.006935108535771336,0.006935108535771336,0.009283455332196003,0
10145,2017-05-15,2017-05-22,0.007138262639904462,0.007138262639904462,0.009162052741520793,0
10145,2017-05-22,2017-05-29,0.007812891131010817,0.007812891131010817,0.009239704990542505,0
10145,2017-05-29,2017-06-05,0.006213538395896808,0.006213538395896808,0.007676899722248775,0
10145,2017-06-05,2017-06-12,0.006568812274866787,0.006568812274866787,0.007963238024256815,0
10145,2017-06-12,2017-06-19,0.005791797580238208,0.005791797580238208,0.0078007251691416,0
10145,2017-06-19,2017-06-26,0.006119889434061299,0.006119889434061299,0.0073172222941259085,0
10145,2017-06-26,2017-07-03,0.005206915991989073,0.005206915991989073,0.006303712950468031,0
10145,2017-07-03,2017-07-10,0.0055888892263892195,0.0055888892263892195,0.005817813835910076,0
10145,2017-07-10,2017-07-17,0.005541799641989753,0.005541799641989753,0.005791220659345527,0
10145,2017-07-17,2017-07-24,0.00597418234755535,0.00597418234755535,0.006801960573617573,0
10145,2017-07-24,2017-07-31,0.005995004519438175,0.005995004519438175,0.006264435281141711,0
10145,2017-07-31,2017-08-07,0.0053031613201906195,0.0053031613201906195,0.006976717324445659,0
10145,2017-08-07,2017-08-14,0.005132113152110955,0.005132113152110955,0.007538169554743921,0
10145,2017-08-14,2017-08-21,0.0054242360595135024,0.0054242360595135024,0.007654339460385498,0
10145,2017-08-21,2017-08-28,0.005404851530621457,0.005404851530621457,0.007603931081816852,0
10145,2017-08-28,2017-09-04,0.004646440897426207,0.004646440897426207,0.0066890749454725324,0
10145,2017-09-04,2017-09-11,0.004239478713627961,0.004239478713627961,0.00724982992704934,0
10145,2017-09-11,2017-09-18,0.004607424240960982,0.004607424240960982,0.007065074962400142,0
10145,2017-09-18,2017-09-25,0.004290515110337224,0.004290515110337224,0.00714471933342313,0
10145,2017-09-25,2017-10-02,0.004513410788943125,0.004513410788943125,0.007121695629897876,0
10145,2017-10-02,2017-10-09,0.004423887506507108,0.004423887506507108,0.006818837781301031,0
